Food Name,Glycemic Index,Calories,Carbohydrates,Protein,Fat,Suitable for Diabetes,Suitable for Blood Pressure,Sodium Content,Potassium Content,Magnesium Content,Calcium Content,Fiber Content
Kheer,65,180,25.0,3.0,17.0,1,1,360,320,27,20,3.0
Whole Wheat Bread,68,239,49.9,10.0,1.8,1,1,381,125,61,84,6.7
Orange,55,320,40.0,8.0,18.0,1,0,721,350,30,49,4.0
Green Tea,0,290,10.0,26.0,16.0,1,1,680,320,35,60,3.0
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Shrimp Stir-Fry,15,55,11.7,3.7,0.6,1,1,28,452,21,47,3.6
Mansaf,65,260,32.0,6.0,16.0,1,1,560,320,40,40,2.0
Mango Chutney,45,320,55.0,15.0,4.2,1,1,3,150,15,2,3.0
Cabbage,10,25,5.8,1.3,0.1,1,1,8,170,12,47,2.2
Matar Paneer,35,36,10.0,0.9,0.6,1,1,600,479,17,15,1.6
Quinoa Salad,53,320,40.0,6.0,12.0,1,1,199,204,15,169,4.0
Quinoa Salad,53,218,35.2,6.0,4.0,1,1,229,318,64,64,4.0
Kheer,85,79,18.0,0.5,0.1,1,0,78,20,6,13,2.0
Orange,40,61,15.0,1.2,0.2,1,1,0,237,14,42,3.1
Onions,10,40,9.0,1.1,0.1,1,1,4,146,10,23,1.7
Mansaf,65,280,45.0,5.0,8.0,1,1,520,320,30,60,3.0
Cabbage Soup,49,183,40.9,10.0,2.0,1,1,569,320,29,70,3.0
Salmon,0,5,1.0,4.3,76.44,1,1,28,260,11,48,0.5
Almond Milk,24,352,60.1,23.7,1.1,1,1,6,417,47,14,7.0
Spinach,0,23,3.6,2.9,0.4,1,1,79,558,79,99,2.2
Black Beans,30,339,62.4,21.82,1.4,1,1,1,1045,119,234,12.5
Grilled Chicken,0,206,0.0,7.25,13.4,1,1,57,213,20,13,0.0
Chicken Biryani,50,380,45.0,18.0,12.0,1,1,800,220,40,40,2.0
Lamb,0,485,28.9,18.3,49.26,1,1,30,879,392,255,27.5
Tabbouleh,24,180,30.0,10.0,2.0,1,1,419,540,30,60,6.0
Mujadara,35,180,30.0,10.0,4.0,1,1,439,540,24,49,8.0
Turkey Breast,0,98,0.0,22.0,1.0,1,1,47,290,22,10,0.0
Peanuts,14,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Quinoa Pasta,53,121,21.3,4.2,2.2,1,1,3,119,38,15,3.4
Baingan Bharta,15,124,10.9,4.0,8.6,1,1,279,420,34,150,5.0
Paneer Tikka,15,230,10.2,12.0,17.0,1,1,349,599,30,330,3.0
Brown Rice,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Spinach,10,269,45.0,15.0,4.0,1,1,23,875,79,80,12.2
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,12,117,0.0
Lassi,30,120,27.0,5.0,13.6,1,1,8,180,10,40,3.0
Miso Soup,35,206,17.9,5.0,16.0,1,1,380,280,47,150,3.0
Chole Bhature,50,380,45.0,15.0,18.55,1,1,380,729,40,330,10.2
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,6,6,2.4
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Coconut Milk,40,180,30.0,5.0,5.0,1,1,400,524,40,150,2.0
Olive Oil,0,564,28.9,18.3,42.2,1,1,30,879,392,255,11.8
Lamb,0,485,28.9,18.3,49.26,1,1,30,400,392,255,0.0
Kofta,40,120,27.0,4.0,13.5,1,1,370,110,14,70,1.0
Tomatoes,15,18,3.4,0.7,0.2,1,1,5,237,11,10,1.2
Brown Rice,50,216,44.8,4.5,0.9,1,1,2,143,64,14,3.5
Almond Butter,0,614,21.7,18.45,49.86,1,1,0,749,268,150,11.8
Brussels Sprouts,40,25,5.8,0.9,0.1,1,1,0,77,9,10,0.4
Walnuts,15,654,13.7,30.0,89.07,1,1,2,733,157,263,8.5
Lettuce,15,5,1.0,0.5,0.1,1,1,5,45,8,18,0.5
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Bhindi Masala,20,260,20.0,30.0,13.0,1,1,620,450,25,60,3.0
Oats,55,389,66.0,16.9,6.9,1,1,2,429,177,30,10.6
Zucchini,0,648,21.6,21.2,87.4,1,1,1,705,269,263,15.7
Shawarma Wrap,15,144,5.3,25.0,8.0,1,1,229,380,35,56,2.5
Eggplant,15,25,6.0,1.0,0.2,1,1,2,170,12,9,2.5
Mutton Biryani,50,450,45.0,18.45,16.0,1,1,30,479,15,56,4.1
Zucchini,0,654,13.7,15.2,89.07,1,1,1,441,157,98,6.7
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Manakish,55,150,26.3,4.0,88.25,1,1,370,320,30,15,2.0
Chicken Curry,0,206,10.0,25.0,16.0,1,1,388,380,70,80,2.0
Arayes,15,31,6.3,1.3,0.1,1,1,8,175,9,10,2.5
Steamed Broccoli,15,144,4.6,25.0,1.7,1,1,229,410,34,53,1.0
Zucchini Noodles,15,17,3.1,1.2,0.2,1,1,2,261,21,16,1.0
Upma,0,140,0.0,20.88,7.0,1,1,0,0,0,0,0.0
Cabbage,15,25,6.0,1.0,0.2,1,1,2,229,14,9,3.0
Flaxseeds,0,106,4.5,14.0,2.0,1,1,8,330,70,9,0.0
Vegetable Soup,10,280,45.0,15.0,4.2,1,1,580,877,42,100,10.2
Veg Cutlet,50,350,55.0,17.0,6.0,1,1,780,429,60,57,8.0
Tomato,15,18,3.9,0.9,0.2,1,1,2,237,11,10,1.2
Peanuts,14,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Miso Soup,35,43,3.9,2.0,3.0,1,1,185,110,25,182,0.5
Kiwi,75,300,40.0,5.0,14.0,1,0,460,180,22,40,2.0
Zucchini,0,654,13.7,15.2,65.75,1,1,1,441,157,98,6.7
Kunafa,32,52,14.0,2.0,0.7,1,1,1,151,27,27,1.4
Cauliflower,15,25,5.0,2.0,0.3,1,1,30,320,15,22,2.0
Zucchini,15,17,3.1,1.2,0.2,1,1,8,247,18,16,1.0
Brown Rice,50,216,39.9,5.0,4.0,1,1,73,43,47,45,3.0
Pears,55,250,25.0,10.0,14.0,1,1,480,250,17,119,0.0
Celery,15,6,1.2,0.3,0.1,1,1,35,194,8,40,0.6
Zucchini,15,17,3.1,1.2,0.2,1,1,8,247,14,16,1.0
Za'atar Manakish,65,280,50.0,6.0,8.0,1,1,560,180,25,40,2.0
Vada Pav,83,320,40.0,7.0,16.0,1,1,591,240,30,94,2.0
Masoor Dal,24,39,1.5,1.0,3.0,1,1,72,170,9,13,0.6
Blueberries,59,69,18.0,0.7,0.2,1,1,2,191,6,13,0.9
Almonds,0,250,0.0,2.12,12.0,1,1,73,485,22,40,0.0
Artichokes,10,117,10.0,9.6,1.9,1,1,279,406,24,36,5.6
Samboosa,15,61,11.7,3.7,0.6,1,1,28,457,21,119,8.0
Chicken Korma,0,320,12.0,25.0,43.0,1,1,790,320,30,40,0.0
Cod,0,106,0.0,13.89,0.8,1,1,59,0,0,117,0.0
Turkey Breast,0,147,8.5,2.0,45.39,1,1,53,485,29,14,6.7
Banana,50,180,10.0,16.9,12.4,1,1,690,438,35,119,8.3
Fatayer,0,180,2.0,24.36,9.0,1,1,460,410,25,23,1.0
Avocado,10,160,0.7,2.0,15.0,1,1,7,485,9,23,0.0
Pav,65,320,50.0,7.0,9.0,1,1,591,240,33,40,4.0
Turkey Breast,0,189,0.0,27.0,8.2,1,1,64,305,29,13,0.0
Gulab Jamun,65,260,45.0,5.0,8.0,1,1,540,322,40,54,5.0
Laban,4,250,45.0,10.0,1.8,1,1,312,401,119,87,8.0
Pav,65,320,50.0,7.0,11.0,1,1,560,320,25,40,3.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,380,20,12,0.0
Lentils,29,364,63.4,12.5,2.3,1,1,2,311,177,28,7.0
Miso Soup,35,36,5.8,2.0,0.6,1,1,600,192,25,15,0.9
Sweet Potato,70,89,20.0,1.74,0.2,1,1,54,337,27,80,3.3
Blueberries,53,69,18.0,0.7,0.2,1,1,2,191,7,13,0.9
Arayes,50,96,20.0,1.1,0.2,1,1,12,358,12,5,2.6
Kadai Paneer,14,193,4.1,5.42,18.0,1,1,14,210,10,181,0.6
Quinoa Pasta,39,52,14.0,0.3,0.2,1,1,0,107,5,6,2.4
Kheer,65,220,30.0,5.0,10.0,1,1,119,150,20,119,2.0
Greek Salad,45,116,21.1,7.9,0.6,1,1,8,237,51,23,6.0
Vegetable Curry,35,206,25.0,16.9,8.0,1,1,580,732,38,60,2.4
Quinoa Salad,53,218,20.0,6.0,14.0,1,1,560,300,35,80,3.0
Radish,50,250,15.0,8.0,18.0,1,1,480,300,25,40,2.0
Strawberries,40,32,7.7,0.7,0.3,1,1,1,153,12,16,2.0
Chicken Biryani,50,400,45.0,28.0,16.0,1,1,721,380,35,60,2.0
Puliyogare,24,54,3.9,4.4,2.7,1,1,47,141,31,14,1.2
Mango Pickle,35,180,30.0,5.0,4.0,1,1,352,220,30,199,2.1
Asparagus,39,52,14.0,0.3,0.2,1,1,0,107,5,6,2.4
Cucumber,15,16,3.6,0.7,0.2,1,1,2,76,7,16,0.5
Butter Chicken,0,196,10.0,12.0,8.0,1,1,191,330,70,80,0.5
Salmon,0,206,0.0,22.0,13.0,1,1,47,628,29,12,0.0
Eggplant,15,25,6.0,1.3,0.1,1,1,2,229,14,9,3.0
Chicken Soup,0,280,4.0,29.0,18.0,1,1,620,61,22,35,1.0
Rice,15,55,11.2,3.7,0.6,1,1,28,457,21,119,8.0
Caprese Salad,15,300,30.0,15.0,18.0,1,1,600,420,35,100,3.3
Brown Lentils,32,352,60.0,24.0,0.8,1,1,3,731,70,35,26.1
Berries (mixed),40,43,9.6,0.9,0.1,1,1,0,181,10,16,2.8
Brussels Sprouts,40,43,5.8,0.9,0.4,1,1,69,110,9,27,0.4
Salmon,0,654,13.7,15.2,65.75,1,1,18,441,157,98,6.7
Baba Ganoush,55,320,45.0,8.0,14.0,1,1,680,450,30,100,3.0
Tandoori Roti,24,180,27.0,5.0,2.6,1,1,400,180,18,119,1.0
Tomato Soup,0,614,21.7,18.45,90.7,1,1,0,565,268,268,6.7
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,69,17,2.8
Mujadara,45,220,30.0,10.0,10.0,1,1,520,320,30,59,4.0
Cottage Cheese,10,98,3.4,11.1,4.3,1,1,364,104,7,124,0.0
Kibbeh,10,41,6.6,1.1,0.1,1,1,10,175,9,23,2.0
Masoor Dal,30,149,33.1,10.0,0.5,1,1,703,520,36,100,7.2
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,79,99,2.2
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Brown Lentils,32,352,60.0,24.0,1.1,1,1,3,731,47,56,10.7
Bhindi Masala,15,150,10.0,2.0,7.0,1,1,90,280,18,35,2.0
Asparagus,39,52,14.0,0.3,0.2,1,1,0,107,9,6,2.4
Paneer Butter Masala,65,180,20.0,2.0,10.0,1,1,439,180,14,30,3.0
Blueberries,59,69,18.0,0.72,0.2,1,1,2,191,6,10,0.9
Chana Masala,42,331,59.7,8.0,7.4,1,1,590,70,25,40,4.2
Samboosa,83,150,25.0,5.0,10.0,1,0,380,280,20,20,2.0
Harira Soup,40,81,15.4,5.0,68.59,1,1,220,320,30,80,3.0
Barley,20,130,15.0,10.1,8.0,1,1,703,478,36,100,8.3
Eggs,40,562,30.2,6.0,49.08,1,1,199,441,292,99,4.1
Zucchini Noodles,15,33,6.0,2.4,0.3,1,1,18,209,79,16,3.6
Kidney Beans,24,332,60.1,23.7,1.1,1,1,1,1045,70,234,10.7
Kunafa,32,53,3.2,1.2,3.0,1,1,1,141,22,16,0.5
Labneh,0,150,15.0,4.7,88.25,1,1,16,263,18,40,3.0
Pav,65,320,52.0,7.0,11.0,1,1,590,240,30,60,4.0
Pani Puri,89,247,48.0,9.4,2.5,1,1,711,350,61,100,8.0
Caesar Salad,49,157,35.0,1.0,10.0,1,1,246,318,43,25,2.0
Brown Rice,50,370,30.0,18.3,12.0,1,1,1,879,119,49,27.6
Kidney Beans,53,61,15.0,1.2,0.5,1,1,2,237,10,34,3.0
Cucumber,15,16,3.6,0.6,0.1,1,1,2,202,12,36,0.5
Peanuts,14,567,16.1,25.8,87.4,1,1,18,705,168,263,8.5
Papdi Chaat,37,73,15.4,2.6,0.6,1,1,840,478,18,169,3.1
Chole Bhature,83,450,50.0,25.0,15.0,1,1,721,320,35,60,3.0
Mango Pickle,55,150,26.3,4.0,88.25,1,1,50,90,14,15,2.0
Mujadara,35,220,25.0,5.0,8.0,1,1,74,280,47,40,4.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,380,20,10,0.0
Kabsa,20,400,35.0,30.0,18.55,1,1,980,390,35,60,4.0
Stir-Fried Tofu,55,220,40.0,4.0,4.0,1,1,470,280,28,14,2.0
Apple,95,297,40.0,6.0,14.0,1,0,560,540,40,81,6.0
Gobi Manchurian,55,220,49.9,10.0,1.8,1,1,381,729,29,80,9.0
Green Beans,15,31,7.1,1.8,0.2,1,1,6,209,25,36,3.4
Tomatoes,15,18,4.0,0.9,0.2,1,1,5,237,11,10,1.2
Mansaf,65,318,59.7,5.0,7.0,1,1,560,142,25,30,3.5
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,79,99,2.2
Peanuts,14,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,64,17,2.8
Rasgulla,93,186,23.6,4.0,8.0,1,0,229,100,10,20,2.0
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Kadai Paneer,15,223,10.2,7.69,17.0,1,1,349,460,30,100,2.2
Olive Oil,0,119,0.0,5.65,13.5,1,1,0,0,0,0,0.0
Shahi Paneer,20,280,12.0,7.69,18.55,1,1,600,380,35,22,8.3
Chicken Kebab,30,320,35.0,10.0,18.0,1,1,680,450,35,80,4.0
Vegetable Curry,0,106,0.0,26.0,0.8,1,1,35,239,51,4,0.0
Turkey Breast,0,189,0.0,27.0,8.2,1,1,64,305,29,13,0.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,380,21,10,0.0
Shrimp Stir-Fry,15,61,11.2,2.5,0.6,1,1,28,415,21,22,2.6
Salmon,0,654,13.7,15.2,89.07,1,1,18,441,157,98,6.7
Shish Taouk,0,106,0.0,26.0,0.9,1,1,35,207,10,9,0.0
Grilled Salmon,0,165,0.0,22.2,3.6,1,1,74,429,25,15,0.0
Kale,15,49,9.0,4.3,0.9,1,1,38,330,24,150,3.8
Turkey Breast,0,147,0.0,30.6,3.0,1,1,40,377,28,13,0.0
Apple,39,52,14.0,0.3,0.2,1,1,1,107,5,6,2.4
Lentils,32,230,44.8,17.9,1.8,1,1,2,1045,119,12,27.6
Green Tea,0,0,1.0,16.98,61.41,1,1,1,7,2,0,0.5
Berries (mixed),40,43,9.6,0.9,0.4,1,1,5,77,6,16,2.4
Pani Puri,85,200,20.0,4.0,14.0,1,0,229,100,15,60,2.0
Lamb Kabsa,0,479,44.4,16.5,49.26,1,1,540,310,40,100,5.0
Tomato,15,31,7.1,1.8,0.2,1,1,2,209,25,36,3.4
Chia Seed Oil,50,380,45.0,15.0,22.0,1,1,780,350,35,89,4.0
Aloo Tikki,0,120,0.0,26.64,13.6,1,1,0,0,0,0,0.0
Kabsa,20,220,15.0,10.0,14.0,1,1,569,877,28,400,7.0
Pani Puri,85,200,30.0,5.0,8.0,1,0,380,110,10,30,2.0
Chicken Tikka Masala,20,340,20.0,30.0,18.0,1,1,620,420,30,35,1.0
Berries (Mixed),40,239,40.0,12.0,1.0,1,1,1,599,36,54,3.3
Bell Peppers,15,31,6.3,0.9,0.3,1,1,3,211,10,6,2.5
Rasgulla,93,297,45.0,7.0,11.0,1,1,380,240,35,190,2.0
Apple,39,52,12.0,0.3,0.2,1,1,1,107,5,6,2.4
Tuna,0,116,0.0,26.0,1.0,1,1,35,346,25,9,0.0
Olive Oil,0,884,0.0,15.2,89.07,1,1,16,0,1,0,0.0
Chole Bhature,50,400,55.0,16.9,18.0,1,1,820,429,35,57,3.0
Rajma Masala,27,215,38.0,10.0,1.0,1,1,1,401,47,28,6.0
Dosa,50,120,25.0,2.6,1.0,1,1,16,152,64,14,2.2
Celery,15,16,3.5,0.7,0.2,1,1,79,260,11,11,1.6
Rajasthani Dal,30,149,33.1,6.4,0.5,1,1,8,401,30,181,2.1
Mutton Biryani,50,400,50.0,20.0,18.0,1,1,380,479,40,92,2.0
Pork Tenderloin,0,143,0.0,30.0,3.0,1,1,50,437,35,9,0.0
Avocado,15,160,9.0,2.0,14.7,1,1,7,485,29,12,6.7
Quinoa Salad,53,118,20.4,4.2,2.5,1,1,8,152,64,19,2.6
Upma,10,124,10.0,2.0,8.0,1,1,90,83,0,30,2.0
Mushrooms,35,206,30.0,8.0,5.0,1,1,246,174,15,60,2.0
Blueberries,53,57,14.5,0.7,0.3,1,1,1,116,6,6,2.4
Brown Lentils,32,352,59.7,24.0,1.1,1,1,3,731,47,56,10.7
Chole Bhature,83,320,55.0,12.0,2.3,1,1,3,599,20,2,10.2
Dosa,64,250,30.0,5.0,12.0,1,1,380,230,25,150,2.0
Tuna,0,116,0.0,26.0,0.9,1,1,35,333,22,4,0.0
Zucchini,0,616,21.7,21.2,87.4,1,1,1,733,269,263,15.7
Peanuts,14,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Tandoori Roti,24,180,25.0,10.0,8.0,1,1,360,250,20,80,4.0
Quinoa Pasta,39,41,10.0,0.9,0.2,1,1,5,77,6,16,2.3
Pani Puri,85,200,35.2,6.0,4.0,1,0,229,100,43,25,3.5
Celery,15,16,3.5,0.7,0.2,1,1,79,260,11,40,1.6
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,391,22,7,0.0
Cabbage,10,25,5.8,1.3,0.1,1,1,18,170,12,40,2.2
Mansaf,65,318,45.0,7.0,9.0,1,1,590,220,25,60,4.0
Lettuce,15,5,1.0,0.5,0.1,1,1,5,194,7,18,0.5
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Asparagus,15,20,3.7,2.2,0.2,1,1,2,202,14,23,2.0
Aloo Tikki,40,43,5.8,0.7,0.4,1,1,1,156,9,16,2.0
Lentils,32,352,61.6,21.0,1.1,1,1,2,954,36,36,27.6
Tomato Soup,24,60,15.0,2.0,68.59,1,1,94,180,17,27,3.0
Quinoa Pasta,40,41,10.0,0.9,0.2,1,1,5,77,6,16,2.4
Oranges,40,43,9.6,0.9,0.4,1,1,69,320,12,33,2.8
Mango Lassi,40,60,15.3,0.8,68.59,1,0,2,39,9,11,2.4
Spinach Salad,37,73,15.4,2.6,68.59,1,0,479,240,8,27,3.0
Strawberries,40,32,7.7,0.7,0.3,1,1,1,153,12,16,2.0
Gulab Jamun,65,318,52.0,12.0,2.3,1,1,381,125,25,84,6.7
Orange,55,118,20.4,4.2,2.5,1,1,8,105,38,16,3.4
Chapati,20,47,1.5,3.4,0.7,1,1,167,64,31,13,2.2
Stir-Fried Tofu,55,239,40.0,5.0,6.0,1,1,520,130,25,30,2.0
Brown Bread,89,262,38.0,7.7,12.0,1,0,580,250,20,20,4.0
Kidney Beans,53,61,15.0,1.1,0.5,1,1,2,312,17,34,3.0
Gobi Manchurian,65,260,32.0,6.0,12.0,1,1,560,260,28,49,3.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,380,20,10,0.0
Chapati,28,180,25.0,5.0,2.6,1,1,352,401,24,235,7.8
Rajma Chawal,55,50,13.0,0.5,0.3,1,1,0,112,12,11,1.4
Medu Vada,0,359,12.0,28.0,43.3,1,1,700,410,40,70,2.0
Papdi Chaat,65,300,52.0,8.0,10.0,1,1,580,240,20,40,4.0
Orange,40,61,15.4,1.2,0.2,1,1,0,237,14,42,3.1
Watermelon,75,30,8.0,0.6,0.2,1,1,1,112,10,11,0.6
Black Beans,30,341,62.4,20.04,1.4,1,1,2,1042,119,234,12.3
Lettuce,0,165,0.0,22.0,3.6,1,1,364,436,32,23,2.0
Chicken Tikka,20,220,15.0,12.0,14.0,1,1,520,320,30,390,3.0
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,91,9,124,0.0
Brown Rice,50,216,39.9,3.0,10.0,1,1,63,86,43,20,3.5
Lentil Soup,44,116,20.4,7.9,0.6,1,1,545,450,40,23,7.8
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,1,118,37,14,4.2
Flaxseeds,0,220,0.0,30.0,13.4,1,1,57,299,35,10,0.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,54,391,22,7,0.0
Pineapple,66,50,13.0,0.5,0.1,Yes,1,1,109,12,13,1.4
Blueberries,53,57,14.5,0.7,0.3,1,1,1,116,9,6,2.4
Brown Bread,89,320,40.0,8.0,14.0,1,0,721,350,25,20,5.0
Vegetable Curry,35,36,5.8,1.0,0.4,1,1,600,192,25,15,0.9
Quinoa Pasta,53,121,21.3,4.2,2.2,1,1,3,119,38,16,3.4
Blueberries,53,57,14.5,0.7,0.3,1,1,1,116,9,6,2.4
Lentils,32,230,45.8,17.9,1.8,1,1,2,1042,119,12,27.6
Chicken Tikka,20,400,35.0,30.0,18.55,1,1,972,550,35,119,7.0
Za'atar Manakish,55,250,25.0,8.0,16.0,1,0,363,160,20,119,2.0
Aloo Gobi,24,250,30.0,10.0,12.0,1,1,520,320,20,390,0.0
Quinoa Pasta,53,121,25.0,4.2,2.2,1,1,3,119,38,16,3.4
Quinoa Pasta,39,41,10.0,0.9,0.2,1,1,69,320,12,33,2.8
Samosa,89,247,19.7,8.0,16.0,1,0,580,250,33,30,3.0
Broccoli,10,55,11.2,4.4,0.6,1,1,33,316,21,47,5.1
Shakshuka,0,23,0.0,2.9,2.7,1,1,1,194,20,80,0.0
Rajasthani Dal,0,23,12.0,11.0,0.2,1,1,25,104,20,2,6.5
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,69,17,2.8
Sweet Potato,70,89,20.0,1.74,0.2,1,1,54,337,32,14,3.0
Eggs,0,78,0.6,6.0,5.3,1,1,98,63,10,28,0.0
Matar Paneer,20,220,15.0,12.0,14.0,1,1,569,320,30,390,3.0
Chicken 65,0,52,0.0,2.9,0.4,1,1,449,110,10,118,0.0
Orange,65,150,20.0,3.0,23.98,1,1,10,320,23,20,3.3
Avocado,0,160,0.0,28.0,3.2,1,1,23,377,28,13,0.0
Baingan Bharta,15,124,10.9,10.1,8.6,1,1,279,470,34,390,2.2
Oats,55,389,66.0,16.9,6.9,1,1,2,429,177,30,10.6
Kadai Paneer,14,193,4.1,5.42,23.8,1,1,14,210,51,150,0.5
Tomato Soup,75,441,50.0,20.0,22.0,1,0,719,400,35,80,6.0
Lentils,32,352,63.4,24.8,1.0,1,1,2,747,36,45,10.7
Brown Rice,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Broccoli,15,55,11.0,3.7,0.6,1,1,33,316,21,47,2.6
Malai Kofta,85,350,45.0,15.0,4.2,1,1,3,150,15,0,1.0
Vada Pav,83,320,45.0,8.0,10.0,1,1,520,320,25,190,6.0
Salmon,0,184,0.0,22.0,12.0,1,1,59,628,32,19,0.0
Lassi,24,60,3.9,3.3,5.0,1,1,10,141,14,118,1.1
Kidney Beans,24,320,25.0,8.0,18.0,1,1,590,479,28,45,3.0
Broccoli,15,55,11.7,3.7,0.7,1,1,33,316,21,47,2.6
Sambousek,45,130,33.1,2.0,0.5,1,1,35,358,23,80,0.0
Mansaf,65,150,17.0,3.0,7.0,1,1,1,50,0,20,1.6
Cabbage,10,25,5.8,1.3,0.1,1,1,18,170,10,40,2.2
Kidney Beans,53,61,15.0,1.2,0.5,1,1,3,237,10,34,3.0
Paneer Tikka,20,220,15.0,12.0,14.0,1,1,569,877,51,100,10.2
Chole Bhature,83,320,40.0,8.0,12.0,1,0,560,460,38,20,5.0
Asparagus,39,52,12.0,0.3,0.2,1,1,0,107,12,6,2.4
Vegetable Soup,70,280,50.0,5.0,8.0,1,1,560,180,25,49,4.0
Barley,15,47,10.5,3.4,0.7,1,1,94,457,17,36,3.6
Quinoa,53,368,65.7,20.04,2.9,1,1,5,429,177,14,7.0
Vegetable Curry,0,280,5.0,29.0,18.0,1,1,540,281,30,35,1.0
Celery,15,16,3.8,0.7,0.2,1,1,79,260,11,11,1.6
Mutton Biryani,50,400,40.0,10.0,18.55,1,1,30,318,15,0,4.1
Chicken Curry,0,250,10.0,28.0,13.0,1,1,620,370,36,40,3.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,12,117,0.0
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Lamb Kabsa,50,320,30.0,10.0,18.0,1,1,680,478,30,199,2.0
Tomato Soup,0,280,4.0,29.0,18.0,1,1,540,420,33,20,1.0
Kidney Beans,24,332,63.0,23.7,1.2,1,1,1,1042,36,46,10.7
Tomatoes,15,18,3.4,0.7,0.2,1,1,5,237,11,10,1.2
Chicken Curry,0,206,10.0,25.0,11.0,1,1,580,380,35,80,2.0
Ginger,68,180,32.0,4.0,6.0,1,1,400,200,30,15,2.0
Rajasthani Dal,37,116,27.0,4.0,13.6,1,1,50,160,78,423,0.0
Banana,40,43,5.8,0.7,0.4,1,1,2,77,9,25,0.4
Matar Paneer,0,258,0.0,25.0,17.0,1,1,63,437,23,14,0.0
Avocado,15,160,9.0,2.0,15.0,1,1,7,485,29,12,6.7
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,12,118,0.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,391,22,7,0.0
Zucchini,15,17,3.1,1.2,0.2,1,1,8,247,18,16,1.0
Brown Bread,89,180,25.0,4.0,6.0,1,1,95,150,15,104,0.0
Cucumber,15,16,3.6,0.7,0.2,1,1,2,147,12,16,0.5
Black Beans,30,227,44.3,15.2,1.8,1,1,381,610,119,87,12.3
Chole Bhature,50,380,45.0,15.0,16.0,1,1,30,729,15,0,13.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,167,20,2,2.1
Aloo Gobi,24,250,20.0,10.0,14.0,1,1,585,877,28,308,7.0
Fish Curry,0,280,10.0,25.0,16.0,1,1,680,380,35,60,2.0
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,299,15,22,2.0
Bhindi Masala,20,120,9.0,4.0,13.5,1,1,353,420,44,150,3.0
Baingan Bharta,15,124,10.9,2.0,8.0,1,1,179,410,35,49,3.0
Rajma Chawal,55,50,13.0,0.5,0.3,1,1,0,112,12,11,1.4
Chicken Biryani,50,380,45.0,18.0,12.0,1,1,800,220,40,40,2.0
Cabbage Soup,70,320,40.0,10.0,14.0,1,0,480,180,25,119,4.0
Celery,15,6,1.2,0.3,0.1,1,1,35,260,11,40,0.6
Rajma Chawal,27,350,55.0,15.0,6.0,1,1,721,560,42,60,8.0
Pani Puri,85,200,20.0,3.0,17.0,1,0,36,80,10,20,1.0
Cod,45,230,40.0,12.0,6.0,1,1,550,877,36,70,8.0
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Watermelon,71,30,7.6,0.6,0.2,1,1,1,112,10,8,0.4
Chia Seeds,0,258,0.0,30.0,17.0,1,1,57,299,23,10,0.0
Mango Pickle,55,150,35.0,5.0,0.5,1,1,8,154,43,23,4.2
Avocado,0,160,0.0,30.6,3.2,1,1,23,436,28,13,0.0
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Kabsa,20,260,20.0,15.0,14.0,1,1,550,310,34,100,4.0
Black Beans,30,339,62.4,21.0,1.4,1,1,2,1045,119,46,27.0
